date,year,month,reporter genome 2,reporter genome 3,reporter name,mirror,trade flow,HS Code,HS Description,value,value currency,quantity,quantity unit,quantity type,partner genome 2,partner genome 3,partner name
201812,2018,12,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",164214.1154,USD,15626,KG,primary,ID,IDN,Indonesia
201812,2018,12,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",2012217.665,USD,173831,KG,primary,CN,CHN,China (People's Republic of)
201812,2018,12,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",72830.7109,USD,22563,KG,primary,JP,JPN,Japan
201812,2018,12,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",33099.9287,USD,2193,KG,primary,HK,HKG,Hong Kong
201601,2016,01,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",2020983.739,USD,157421,KG,primary,US,USA,United States
201601,2016,01,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",593034.8087,USD,55249,KG,primary,VN,VNM,Viet-Nam
201601,2016,01,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",667118.1161,USD,90703,KG,primary,CN,CHN,China (People's Republic of)
201601,2016,01,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",16497.0116,USD,1256,KG,primary,HK,HKG,Hong Kong
201602,2016,02,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1710839.4,USD,142434,KG,primary,US,USA,United States
201602,2016,02,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",181053.6981,USD,17677,KG,primary,CN,CHN,China (People's Republic of)
201603,2016,03,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1098198.74,USD,83928,KG,primary,US,USA,United States
201604,2016,04,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",55928835.3,USD,4337019,KG,primary,US,USA,United States
201604,2016,04,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",227465.3659,USD,18681,KG,primary,CN,CHN,China (People's Republic of)
201604,2016,04,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",219003.3842,USD,17641,KG,primary,JP,JPN,Japan
201605,2016,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",220992.2803,USD,16738,KG,primary,NL,NLD,Netherlands
201605,2016,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",16774.6759,USD,1361,KG,primary,GB,GBR,United Kingdom
201605,2016,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",182898413.4,USD,14120246,KG,primary,US,USA,United States
201605,2016,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1639486.643,USD,107392,KG,primary,TH,THA,Thailand
201605,2016,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1055501.173,USD,87918,KG,primary,VN,VNM,Viet-Nam
201605,2016,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1616370.754,USD,133280,KG,primary,ID,IDN,Indonesia
201605,2016,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",224675.7677,USD,18412,KG,primary,SG,SGP,Singapore
201605,2016,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",11804575.47,USD,1112029,KG,primary,CN,CHN,China (People's Republic of)
201605,2016,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1060576.766,USD,94660,KG,primary,KR,KOR,Korea (Rep. of)
201605,2016,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",18937013.43,USD,1552116,KG,primary,JP,JPN,Japan
201605,2016,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1172960.153,USD,130310,KG,primary,HK,HKG,Hong Kong
201606,2016,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",228872.2665,USD,16728,KG,primary,NL,NLD,Netherlands
201606,2016,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",19061.4402,USD,1361,KG,primary,UA,UKR,Ukraine
201606,2016,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",115824745.7,USD,8462742,KG,primary,US,USA,United States
201606,2016,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",249896.4044,USD,37720,KG,primary,TH,THA,Thailand
201606,2016,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",179023.6253,USD,18860,KG,primary,VN,VNM,Viet-Nam
201606,2016,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",4950580.529,USD,419079,KG,primary,ID,IDN,Indonesia
201606,2016,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",19336364.51,USD,1717185,KG,primary,CN,CHN,China (People's Republic of)
201606,2016,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",678051.5251,USD,51597,KG,primary,KR,KOR,Korea (Rep. of)
201606,2016,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",13536537.12,USD,1081060,KG,primary,JP,JPN,Japan
201606,2016,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",465136.0679,USD,37351,KG,primary,HK,HKG,Hong Kong
201607,2016,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",230792.2153,USD,16738,KG,primary,NL,NLD,Netherlands
201607,2016,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",97404515.09,USD,6940704,KG,primary,US,USA,United States
201607,2016,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",817501.0195,USD,76824,KG,primary,TH,THA,Thailand
201607,2016,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",337705.373,USD,34624,KG,primary,ID,IDN,Indonesia
201607,2016,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",7212522.622,USD,626554,KG,primary,CN,CHN,China (People's Republic of)
201607,2016,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",406613.3815,USD,41620,KG,primary,KR,KOR,Korea (Rep. of)
201501,2015,01,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",3628378.992,USD,298351,KG,primary,US,USA,United States
201607,2016,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",3012490.475,USD,231107,KG,primary,JP,JPN,Japan
201501,2015,01,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1586970.533,USD,183625,KG,primary,CN,CHN,China (People's Republic of)
201607,2016,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",50036.5602,USD,3582,KG,primary,HK,HKG,Hong Kong
201502,2015,02,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1950960.614,USD,152550,KG,primary,US,USA,United States
201608,2016,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",35972.0874,USD,2597,KG,primary,AT,AUT,Austria
201502,2015,02,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",564783.8072,USD,75320,KG,primary,TH,THA,Thailand
201608,2016,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",34116567.59,USD,2463597,KG,primary,US,USA,United States
201502,2015,02,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",422134.0243,USD,74053,KG,primary,CN,CHN,China (People's Republic of)
201608,2016,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1669555.402,USD,120354,KG,primary,VN,VNM,Viet-Nam
201502,2015,02,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1060.3851,USD,71,KG,primary,TW,TWN,Taiwan
201608,2016,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",336312.3495,USD,31970,KG,primary,ID,IDN,Indonesia
201503,2015,03,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",2231830.394,USD,182777,KG,primary,US,USA,United States
201608,2016,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",2832071.306,USD,250925,KG,primary,CN,CHN,China (People's Republic of)
201503,2015,03,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",627017.1259,USD,99087,KG,primary,CN,CHN,China (People's Republic of)
201608,2016,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",223181.0234,USD,18367,KG,primary,KR,KOR,Korea (Rep. of)
201503,2015,03,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",57604.2231,USD,4000,KG,primary,HK,HKG,Hong Kong
201608,2016,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",857069.8666,USD,65738,KG,primary,JP,JPN,Japan
201504,2015,04,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",34.8805,USD,3,KG,primary,FR,FRA,France
201608,2016,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",458430.7326,USD,38377,KG,primary,HK,HKG,Hong Kong
201504,2015,04,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",2839.1144,USD,179,KG,primary,GB,GBR,United Kingdom
201609,2016,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",11522.726,USD,838,KG,primary,NL,NLD,Netherlands
201504,2015,04,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",10572064.68,USD,905617,KG,primary,US,USA,United States
201609,2016,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",8892689.967,USD,603706,KG,primary,US,USA,United States
201504,2015,04,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",70819.681,USD,4964,KG,primary,TH,THA,Thailand
201609,2016,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1742025.77,USD,93765,KG,primary,VN,VNM,Viet-Nam
201504,2015,04,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",6632.1713,USD,462,KG,primary,KR,KOR,Korea (Rep. of)
201609,2016,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",293229.0618,USD,27431,KG,primary,ID,IDN,Indonesia
201504,2015,04,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",128554.2894,USD,16769,KG,primary,JP,JPN,Japan
201609,2016,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",2121522.206,USD,220225,KG,primary,CN,CHN,China (People's Republic of)
201505,2015,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",72859855.08,USD,6480807,KG,primary,US,USA,United States
201609,2016,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",87796.5609,USD,8197,KG,primary,JP,JPN,Japan
201505,2015,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",214228.5469,USD,18860,KG,primary,TH,THA,Thailand
201609,2016,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",48469.0458,USD,3035,KG,primary,HK,HKG,Hong Kong
201505,2015,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",540246.3581,USD,75441,KG,primary,VN,VNM,Viet-Nam
201610,2016,10,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",2706916.389,USD,192811,KG,primary,US,USA,United States
201505,2015,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",943275.0807,USD,112086,KG,primary,ID,IDN,Indonesia
201505,2015,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",10635753.08,USD,1243541,KG,primary,CN,CHN,China (People's Republic of)
201610,2016,10,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",31850.4202,USD,1430,KG,primary,SG,SGP,Singapore
201505,2015,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",99511.4606,USD,7197,KG,primary,KR,KOR,Korea (Rep. of)
201610,2016,10,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",605329.4293,USD,53792,KG,primary,CN,CHN,China (People's Republic of)
201505,2015,05,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",7003443.553,USD,650512,KG,primary,JP,JPN,Japan
201610,2016,10,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",28700.196,USD,1620,KG,primary,HK,HKG,Hong Kong
201611,2016,11,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",4176.6375,USD,312,KG,primary,AT,AUT,Austria
201506,2015,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",153424.8111,USD,18860,KG,primary,NL,NLD,Netherlands
201611,2016,11,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",988996.6759,USD,71889,KG,primary,US,USA,United States
201506,2015,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",204266628.3,USD,18447630,KG,primary,US,USA,United States
201611,2016,11,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",292573.6064,USD,36892,KG,primary,TH,THA,Thailand
201506,2015,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",774155.652,USD,93405,KG,primary,IR,IRN,Iran (Islamic Rep. of)
201506,2015,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",816655.7341,USD,97235,KG,primary,TH,THA,Thailand
201611,2016,11,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",2697449.655,USD,186269,KG,primary,VN,VNM,Viet-Nam
201506,2015,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",2146394.841,USD,250447,KG,primary,VN,VNM,Viet-Nam
201611,2016,11,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",354702.5768,USD,72304,KG,primary,CN,CHN,China (People's Republic of)
201506,2015,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",4018030.209,USD,479129,KG,primary,ID,IDN,Indonesia
201611,2016,11,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",17120.0491,USD,1919,KG,primary,JP,JPN,Japan
201612,2016,12,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1491055.946,USD,104508,KG,primary,US,USA,United States
201506,2015,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",18652669.86,USD,1979502,KG,primary,CN,CHN,China (People's Republic of)
201612,2016,12,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",579756.0565,USD,61336,KG,primary,CN,CHN,China (People's Republic of)
201506,2015,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",188023.2417,USD,17013,KG,primary,KR,KOR,Korea (Rep. of)
201612,2016,12,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",44502.1453,USD,3750,KG,primary,HK,HKG,Hong Kong
201506,2015,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",29857310.32,USD,2856344,KG,primary,JP,JPN,Japan
201506,2015,06,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",235712.9266,USD,20532,KG,primary,HK,HKG,Hong Kong
201507,2015,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",340.9174,USD,41,KG,primary,GB,GBR,United Kingdom
201507,2015,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",96146131.21,USD,8391899,KG,primary,US,USA,United States
201507,2015,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1132814.078,USD,128230,KG,primary,TH,THA,Thailand
201507,2015,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",605912.2065,USD,46822,KG,primary,VN,VNM,Viet-Nam
201507,2015,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",3394606.525,USD,337538,KG,primary,ID,IDN,Indonesia
201507,2015,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",10134485.4,USD,1192553,KG,primary,CN,CHN,China (People's Republic of)
201507,2015,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",194881.0025,USD,17010,KG,primary,KR,KOR,Korea (Rep. of)
201507,2015,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",5943856.175,USD,608931,KG,primary,JP,JPN,Japan
201507,2015,07,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",418413.8562,USD,33213,KG,primary,HK,HKG,Hong Kong
201508,2015,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",66046.079,USD,14006,KG,primary,CV,CPV,Cape-Verde
201508,2015,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",28546566.87,USD,2540961,KG,primary,US,USA,United States
201508,2015,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",167.4037,USD,18,KG,primary,PM,SPM,Saint Pierre and Miquelon
201508,2015,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",88045.9665,USD,18861,KG,primary,TH,THA,Thailand
201508,2015,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1774319.233,USD,131352,KG,primary,VN,VNM,Viet-Nam
201508,2015,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",275820.3936,USD,35001,KG,primary,ID,IDN,Indonesia
201508,2015,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",2069143.749,USD,273809,KG,primary,CN,CHN,China (People's Republic of)
201508,2015,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",50587.8708,USD,4497,KG,primary,KR,KOR,Korea (Rep. of)
201508,2015,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",2830586.244,USD,277572,KG,primary,JP,JPN,Japan
201508,2015,08,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",187297.3266,USD,18360,KG,primary,HK,HKG,Hong Kong
201509,2015,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",46.7164,USD,3,KG,primary,GB,GBR,United Kingdom
201509,2015,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",90.4189,USD,30,KG,primary,DK,DNK,Denmark
201509,2015,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",8220265.868,USD,715654,KG,primary,US,USA,United States
201509,2015,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",170.2889,USD,14,KG,primary,BR,BRA,Brazil
201509,2015,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",219924.3325,USD,37722,KG,primary,TH,THA,Thailand
201509,2015,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1368932.787,USD,131082,KG,primary,VN,VNM,Viet-Nam
201509,2015,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1784757.156,USD,211577,KG,primary,CN,CHN,China (People's Republic of)
201509,2015,09,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1551552.551,USD,188839,KG,primary,JP,JPN,Japan
201510,2015,10,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",10004363.26,USD,856463,KG,primary,US,USA,United States
201510,2015,10,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",569103.0799,USD,110290,KG,primary,TH,THA,Thailand
201510,2015,10,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",1123456.592,USD,56583,KG,primary,VN,VNM,Viet-Nam
201510,2015,10,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",184560.9791,USD,20935,KG,primary,CN,CHN,China (People's Republic of)
201510,2015,10,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",79854.2002,USD,6205,KG,primary,HK,HKG,Hong Kong
201511,2015,11,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",81753.5559,USD,4459,KG,primary,NL,NLD,Netherlands
201511,2015,11,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",4120521.691,USD,339386,KG,primary,US,USA,United States
201511,2015,11,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",183300.3475,USD,18744,KG,primary,VN,VNM,Viet-Nam
201511,2015,11,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",199279.5167,USD,34945,KG,primary,CN,CHN,China (People's Republic of)
201511,2015,11,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",75263.2421,USD,18801,KG,primary,JP,JPN,Japan
201512,2015,12,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",3707485.005,USD,314463,KG,primary,US,USA,United States
201512,2015,12,CA,CAN,Canada,FALSE,EXPORT,3061410,"crabs, snow (queen), frozen",175023.2749,USD,18101,KG,primary,TH,THA,Thailand
